point,status,workflow_id,workflow_name,classification,impact
3,✅ Staged-код завершён,EWzVuvIxi7Ee8TEu,Челси быстрая реакция worker v2.1 [HARDENED STAGED],изменён существовавший workflow,"Обязательные pre-LLM/post-LLM gateways, output validator и memory candidate validator для всех генеративных вызовов."
3,✅ Staged-код завершён,iG8uV66FHyyQZyn8,Челси задачи команды v2.0 [HARDENED STAGED],изменён существовавший workflow,"Обязательные pre-LLM/post-LLM gateways, output validator и memory candidate validator для всех генеративных вызовов."
3,✅ Staged-код завершён,by3HcLFOyOHMZa6H,Челси применение уточнений v3.0 [HARDENED STAGED],изменён существовавший workflow,"Обязательные pre-LLM/post-LLM gateways, output validator и memory candidate validator для всех генеративных вызовов."
4,🟡 Технически подготовлено,BFL4mN8qR2vT7pXa,Chelsea Critical Store Backfill v1.0 — HARDENED STAGED,новый workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
4,🟡 Технически подготовлено,JdJJcYvZdJgJiElS,Chelsea Resolution Questions v3.0 [HARDENED STAGED],изменён существовавший workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
4,🟡 Технически подготовлено,j0oV9b3T0CCLKMxL,Челси ТГ бот Obsidian v9.0 [HARDENED STAGED],изменён существовавший workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
4,🟡 Технически подготовлено,5GAzkL7PzohlOycF,Челси ТГ входная схема v9.0 [HARDENED STAGED],изменён существовавший workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
4,🟡 Технически подготовлено,COC56dbrXhYqRgFP,Челси диспетчер уточнений v3.1 [HARDENED STAGED],изменён существовавший workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
4,🟡 Технически подготовлено,iG8uV66FHyyQZyn8,Челси задачи команды v2.0 [HARDENED STAGED],изменён существовавший workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
4,🟡 Технически подготовлено,7VsagxmTKlmJ1YJ8,Челси задачи планировщик v2.1 [HARDENED STAGED],изменён существовавший workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
4,🟡 Технически подготовлено,N3GFoezvVmoj0wyp,Челси обработчик очереди памяти v2.9 replacement [HARDENED STAGED],изменён существовавший workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
4,🟡 Технически подготовлено,tWHSD8lBIbiHA3D5,Челси очередь памяти enqueue v2.3 [HARDENED STAGED],изменён существовавший workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
4,🟡 Технически подготовлено,by3HcLFOyOHMZa6H,Челси применение уточнений v3.0 [HARDENED STAGED],изменён существовавший workflow,"Перенос критических очередей tasks/memory/resolution/response jobs на PostgreSQL record store, CAS и atomic claim RPC."
5,✅ Staged-код завершён,TM10812fc805a729a,Chelsea Task Answer Branch Cancel Draft v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM1051e0681770416,Chelsea Task Answer Branch Create Draft Needs Details v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM107206b8fcafd66,Chelsea Task Answer Branch Mutation Draft v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM1062776ad6c450a,Chelsea Task Answer Branch Needs Details v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10c432016f8c4a7,Chelsea Task Answer Branch Normal v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10c9f19bbed9e51,Chelsea Task Answer Branch Terminal v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,M4JqA5dzW7rC9sTx,Chelsea Task Domain Runtime v2.0 — MODULAR HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10b0febcc818c0c,Chelsea Task Mutation Branch Create Draft Answer v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM105b5cd21f3fecc,Chelsea Task Mutation Branch Pre Route v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM102b6ad5e40f252,Chelsea Task Mutation Branch Task Answer v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T10d0678e94dee69,Chelsea Task Operation Attach Telegram Key to Task Action v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T10bc4d97a3476f3,Chelsea Task Operation Build Telegram Task Response v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T10af49d550a9600,Chelsea Task Operation Finalize Telegram Task Delivery v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T101bde66b6cf26c,Chelsea Task Operation Finalize Telegram Task Receipt v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T10cccd671a11087,Chelsea Task Operation Finalize Verified Task Command Saga v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T1025d0ce7ad99f4,Chelsea Task Operation Normalize Trusted Task Input v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T1055ec59562a258,Chelsea Task Operation Plan Expired Dispatch Reconciliation v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T105888095b63685,Chelsea Task Operation Plan Internal Task Action v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T106c655bd8e065e,Chelsea Task Operation Plan Task Action Claim v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T1014db58b06e187,Chelsea Task Operation Plan Trusted Task Mutation v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T104273c7aa49eee,Chelsea Task Operation Prepare Registered Task Users v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T102df83f961ee96,Chelsea Task Operation Route Task Operation v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T10d70c24a8dcf74,Chelsea Task Operation Select Due Task Actions v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T10eff9a6c763ba3,Chelsea Task Operation Verify Claim and Plan Action v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T108a9b93fc0d15d,Chelsea Task Operation Verify Dispatch and Build Telegram Action v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T10836409ec04587,Chelsea Task Operation Verify Expired Dispatch Reconciliation v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T100abdfea74ba71,Chelsea Task Operation Verify Folder User Identity v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T10c3515f29855db,Chelsea Task Operation Verify Internal Task Mutation v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T1049d966a366c6a,Chelsea Task Operation Verify Task Command Saga Mutation v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T1011cf85aa441ba,Chelsea Task Operation Verify Task Delivery Mutation v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T103471a71f8c2ca,Chelsea Task Operation Verify Task Mutation Read Back v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,T10111afa8d29e81,Chelsea Task Operation Verify Task Question Receipt v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10cec23d5534890,Chelsea Task Resume Branch Already Active v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10e68b25d803c8b,Chelsea Task Resume Branch Direct v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM101c19853253419,Chelsea Task Resume Branch Interrupted v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10ccbadad402fbc,Chelsea Task Resume Branch Saga v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10474f43359d19a,Chelsea Task Resume Branch Terminal v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM1000359ac234037,Chelsea Task Semantic Branch Cancel Series v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10dc11af9a683cf,Chelsea Task Semantic Branch Clarification v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM109b672786c183a,Chelsea Task Semantic Branch Create Series v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM109923a89e2320a,Chelsea Task Semantic Branch Create v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10f5a134c98a4cf,Chelsea Task Semantic Branch Direct Mutation v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM104c3b1b81f45d5,Chelsea Task Semantic Branch Outcome v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10d624728b9541f,Chelsea Task Semantic Branch Resume Series v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TM10576b8acf8d316,Chelsea Task Semantic Branch Terminal v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,TMSem1021924750f,Chelsea Task Semantic Mutation Router v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,STPARSE6xA1b2c3d4,Process Chelsea State Analysis Parser v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,StateReqBuild083e,Process Chelsea State Analysis Request Builder v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,1uZ5KCubNPTyKuh5,Process Chelsea State Analysis Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,jMZYEOqeUpKg19oD,Process Chelsea State ChangeNotification Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,bE5XAWq7GWHdwZbU,Process Chelsea State ClarificationAnswer Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,AnAStMDvOcgg9QQj,Process Chelsea State ClarificationAsk Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,4Wi9cqjk2Mz7CSXq,Process Chelsea State ClarificationFinalize Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,OY9mgITJVR4nHuT9,Process Chelsea State Decision Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,VFcTLbdfS3Ec838w,Process Chelsea State Delivery Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,cVYLgM5y9YyBkRxZ,Process Chelsea State Evaluation Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,qgWN2jDgXChDsbbe,Process Chelsea State FuturePlanFollowUp Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,lairbKhoaq0o05aA,Process Chelsea State InteractionRecovery Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,04ODyCDlNaIRgTuU,Process Chelsea State Operations Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,cX6ay5aMXH3wdL0v,Process Chelsea State Proactivity Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,puNfqcIG1OEjLpPU,Process Chelsea State QdrantOutbox Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,STF6pQ2mN9xR4vKa,Process Chelsea State Scheduler v5.0 — MODULAR HARDENED STAGED,новый workflow; заменяет старый Scheduler v4.3 (ID XfKJbLpfQOGdXd3M),"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,q6omiaG4yYgYcwVl,Process Chelsea State StateDateRoute Worker v1.0 — HARDENED STAGED,новый workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,tIraOM8RkQAc2pvw,Process | Chelsea State | Core v2.0 [HARDENED STAGED],изменён существовавший workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,iG8uV66FHyyQZyn8,Челси задачи команды v2.0 [HARDENED STAGED],изменён существовавший workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
5,✅ Staged-код завершён,7VsagxmTKlmJ1YJ8,Челси задачи планировщик v2.1 [HARDENED STAGED],изменён существовавший workflow,"Разделение Task Domain и State Scheduler на тонкие маршрутизаторы, 22 operation workflow, mutation branches и 14 State workers."
6,🔴 Не завершён,DJmQO3G2NwsP9Cbf,Chelsea Dependency Health Check v1.0 — HARDENED STAGED,новый workflow,"Добавление недостающих Qdrant/folder dependencies, health/preflight/smoke wiring и проверка внутренней Execute Workflow связности."
6,🔴 Не завершён,PFL5cN7vR2mX8qWa,Chelsea Deployment Preflight v1.0 — HARDENED STAGED,новый workflow,"Добавление недостающих Qdrant/folder dependencies, health/preflight/smoke wiring и проверка внутренней Execute Workflow связности."
6,🔴 Не завершён,rY0nkke3WnwcTnf7,Chelsea Integration Smoke Tests v1.0 — HARDENED STAGED,новый workflow,"Добавление недостающих Qdrant/folder dependencies, health/preflight/smoke wiring и проверка внутренней Execute Workflow связности."
6,🔴 Не завершён,T100abdfea74ba71,Chelsea Task Operation Verify Folder User Identity v1.0 — HARDENED STAGED,новый workflow,"Добавление недостающих Qdrant/folder dependencies, health/preflight/smoke wiring и проверка внутренней Execute Workflow связности."
6,🔴 Не завершён,QRD9aL2xK7mP4vNs,Qdrant загрузка и контроль знаний v6.1 — HARDENED STAGED,новый workflow,"Добавление недостающих Qdrant/folder dependencies, health/preflight/smoke wiring и проверка внутренней Execute Workflow связности."
6,🔴 Не завершён,FLD8wK3pR6tY2qHb,Создать папки пользователя v4.0 — HARDENED STAGED,новый workflow,"Добавление недостающих Qdrant/folder dependencies, health/preflight/smoke wiring и проверка внутренней Execute Workflow связности."
6,🔴 Не завершён,kX2iJZ0Bm3hhTjwX,Челси identity resolver v4.0 — HARDENED STAGED,изменён существовавший workflow,"Добавление недостающих Qdrant/folder dependencies, health/preflight/smoke wiring и проверка внутренней Execute Workflow связности."
6,🔴 Не завершён,Q5JF6Ora2lIjKVeV,Челси регистрация пользователя v3.0 — HARDENED STAGED,изменён существовавший workflow,"Добавление недостающих Qdrant/folder dependencies, health/preflight/smoke wiring и проверка внутренней Execute Workflow связности."
7,🟡 Частично,XTYsdwtfZk2RBbBn,Chelsea DLQ Inspector v1.0 — HARDENED STAGED,новый workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,gSoMnSr3MCWcU7Ox,Chelsea Error Handler v1.0 — HARDENED STAGED,новый workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,PRIVCLN7d4e5f6a7b8c,Chelsea Privacy Artifact Cleanup Worker v1.0 — HARDENED STAGED,новый workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,zYOv6rLZVEjAiTNf,Chelsea Privacy Outbox Worker v1.0 — HARDENED STAGED,новый workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,RELMON7c3d4e5f6a7b,Chelsea Reliability Monitor v1.0 — HARDENED STAGED,новый workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,FiTw7NHWsbSqg6RP,Chelsea Scheduler Lease Guard v1.0 — HARDENED STAGED,новый workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,SCH7nM4xV2cL9pQa,Chelsea Scheduler Orchestrator v1.0 — HARDENED STAGED,новый workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,STF6pQ2mN9xR4vKa,Process Chelsea State Scheduler v5.0 — MODULAR HARDENED STAGED,новый workflow; заменяет старый Scheduler v4.3 (ID XfKJbLpfQOGdXd3M),"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,COC56dbrXhYqRgFP,Челси диспетчер уточнений v3.1 [HARDENED STAGED],изменён существовавший workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,7VsagxmTKlmJ1YJ8,Челси задачи планировщик v2.1 [HARDENED STAGED],изменён существовавший workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
7,🟡 Частично,N3GFoezvVmoj0wyp,Челси обработчик очереди памяти v2.9 replacement [HARDENED STAGED],изменён существовавший workflow,"Timeouts, fenced leases, scheduler orchestration, retry/backoff/DLQ, error events и operator monitoring."
8,🟡 Частично,CONSENT7A2b3c4d5e6f,Chelsea Consent Gate v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,FPR5xC9mN2qL7vBd,Chelsea Files Privacy Adapter v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,DTP7mR4xK2qV9sLc,Chelsea Legacy Data Tables Privacy Adapter v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,PRIVCLN7d4e5f6a7b8c,Chelsea Privacy Artifact Cleanup Worker v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,CNS4mT8qL2vR7pXa,Chelsea Privacy Consent Intake v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,PRIVDLV7b523f9511cf4,Chelsea Privacy Export Delivery v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,zYOv6rLZVEjAiTNf,Chelsea Privacy Outbox Worker v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,kq7AsKLn7RX1Viv7,Chelsea Privacy Request Intake v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,PRIVRTR7b2c3d4e5f6a,Chelsea Privacy Telegram Router v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,QDP8nT5cL2vR7mXa,Chelsea Qdrant Privacy Adapter v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,SCH7nM4xV2cL9pQa,Chelsea Scheduler Orchestrator v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,cX6ay5aMXH3wdL0v,Process Chelsea State Proactivity Worker v1.0 — HARDENED STAGED,новый workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,tIraOM8RkQAc2pvw,Process | Chelsea State | Core v2.0 [HARDENED STAGED],изменён существовавший workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,5GAzkL7PzohlOycF,Челси ТГ входная схема v9.0 [HARDENED STAGED],изменён существовавший workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
8,🟡 Частично,tWHSD8lBIbiHA3D5,Челси очередь памяти enqueue v2.3 [HARDENED STAGED],изменён существовавший workflow,"Privacy export/status/delete/consent через Telegram, outbox, adapters, bundle delivery, TTL cleanup и consent gates."
9,✅ Завершён в пакете,xN6212G9X3CZABeL,Клод версия Челси (длинные сообщения) [ARCHIVE SANITIZED],archive sanitized,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,9wkSYumS7oQL4wzX,Опросник Челси [ARCHIVE SANITIZED],archive sanitized,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
9,✅ Завершён в пакете,INDCkx1VU1g7GjZf,Таблички с Челси (переменная память) [ARCHIVE SANITIZED],archive sanitized,"Sanitized archive и rollback copies: inactive, без credentials и без автоматических triggers; исключены из importer."
